Site,Plot,Transect,Section_short,Coral_num,Sps,Max_width,Coral_ID,coords_x,coords_y,New_death_051018,Old_death_051018,Health_state_051018,Notes_051018,Found_051018,SCTLD_051018,Treated_051018,New_death_060118,Health_state_060118,Notes_060118,Found_060118,SCTLD_060118,Treated_060118,New_death_062118,Health_state_062118,Notes_062118,Found_062118,SCTLD_062118,Treated_062118,New_death_071618,Health_state_071618,Notes_071618,Found_071618,SCTLD_071618,Treated_071618,New_death__081718,Old_death_081718,Health_state_081718,Notes_081718,Found_081718,SCTLD_081718,Treated_081718,New_death_103018,Health_state_103018,Notes_103018,Found_103018,SCTLD_103018,Treated_103018,New_death_110918,Health_state_110918,Notes_110918,Found_110918,SCTLD_110918,Treated_110918,New_death_112918,Health_state_112918,Notes_112918,Found_112918,SCTLD_112918,Treated_112918,New_death_121318,Health_state_121318,Notes_121318,Found_121318,SCTLD_121318,Treated_121318,New_death_010419,Health_state_010419,Notes_010419,Found_010419,SCTLD_010419,Treated_010419,New_death_011819,Health_state_011819,Notes_011819,Found_011819,SCTLD_011819,Treated_011819,New_death_020819,Health_state_020819,Notes_020819,Found_020819,SCTLD_020819,Treated_020819,New_death_030419,Health_state_030419,Notes_030419,Found_030419,SCTLD_030419,Treated_030419,New_death_032119,Health_state_032119,Notes_032119,Found_032119,SCTLD_032119,Treated_032119,New_death_041119,Health_state_041119,Notes_041119,Found_041119,SCTLD_041119,Treated_041119,New_death_050219,Health_state_050219,Notes_050219,Found_050219,SCTLD_050219,Treated_050219,New_death_051619,Health_state_051619,Notes_051619,Found_051619,SCTLD_051619,Treated_051619,New_death_052819,Health_state_052819,Notes_052819,Found_052819,SCTLD_052819,Treated_052819,New_death_061319,Health_state_061319,Notes_061319,Found_061319,SCTLD_061319,Treated_061319
2,29,9,5-10,24,SSID,15,2_p29_t9_s5_c24_SSID,8.546461784,6.285938488,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,2,0,Spotty,1,Healthy,NA,2,0,Spotty No Photo,1,Healthy,NA,2,0,"Spotty, no photo",1,Healthy,NA,2,0,Spotty-No Photo,1,Healthy,NA,2,0,Spotty,1,Healthy,NA,2,1,Spotty,1,Unknown,NA,2,1,Spotty,1,Unknown,NA
2,29,9,5-10,25,SINT,20,2_p29_t9_s5_c25_SINT,8.333794008,6.576444684,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,9,5-10,26,SSID,36,2_p29_t9_s5_c26_SSID,8.060621677,6.898714015,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,very pale,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0, ,1,Healthy,NA,0,0, ,1,Healthy,NA,0,0, ,1,Healthy,NA,0,0, ,1,Healthy,NA
2,29,9,5-10,27,SSID,15,2_p29_t9_s5_c27_SSID,8.8138952,7.104893303,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,90,0,FWRI Treated,1,Healthy,Treated,90,0,FWRI Treated,1,Healthy,Treated,90,0,FWRI Treated,1,Healthy,Treated,90,0,FWRI Treated-No Photo,1,Healthy,Treated,90,0,FWRI Treated-No Photo,1,Healthy,Treated,90,0,FWRI Treated,1,Healthy,Treated,90,0,FWRI Treated,1,Healthy,Treated,90,1,FWRI Treated,1,Unknown,Treated,90,1,FWRI Treated,1,Unknown,Treated
2,29,9,5-10,28,MCAV,40,2_p29_t9_s5_c28_MCAV,8.08915228,7.225199691,0,50,0,1/2 dead,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,50,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,9,5-10,29,SSID,20,2_p29_t9_s5_c29_SSID,8.933100654,7.400037479,0,0,0,on side,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,20,0,pale,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,50,0,FWRI Treated,1,Healthy,Treated,50,1,FWRI Treated,1,Unknown,Treated,50,1,FWRI Treated,1,Unknown,Treated
2,29,9,5-10,30,MCAV,80,2_p29_t9_s5_c30_MCAV,8.839966269,7.920475042,0,70,0,70% dead,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,70,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,2,0,FWRI Treated,1,Healthy,Treated,2,0,FWRI Treated,1,Healthy,Treated,2,0,FWRI Treated,1,Healthy,Treated,4,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treating.,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,1,FWRI Treated,1,Unknown,Treated,10,1,FWRI Treated,1,Unknown,Treated
2,29,9,5-10,31,SSID,15,2_p29_t9_s5_c31_SSID,8.327727156,7.782881638,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,75,0,FWRI Treated-No Photo,1,Healthy,Treated,75,0,FWRI Treated-No Photo,1,Healthy,Treated,75,0,FWRI Treated-No Photo,1,Healthy,Treated,75,0,FWRI Treated-No Photo,1,Healthy,Treated,75,0,FWRI Treated,1,Healthy,Treated,75,1,FWRI Treated,1,Unknown,Treated,75,1,FWRI Treated,1,Unknown,Treated
2,29,9,5-10,32,SINT,15,2_p29_t9_s5_c32_SINT,8.046684313,9.670258368,0,0,0,blotchy,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,9,5-10,33,SSID,40,2_p29_t9_s5_c33_SSID,8.195404184,10.0962498,0,80,0,80% NF/dead,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,5,80,0,pale,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,50,0,FWRI Treated,1,Healthy,Treated,50,0,FWRI Treated,1,Healthy,Treated,50,0,FWRI Treated,1,Healthy,Treated,50,0,FWRI Treated,1,Healthy,Treated,50,0,FWRI Treated-No Photo,1,Healthy,Treated,50,0,FWRI Treated,1,Healthy,Treated,50,0,FWRI Treated,1,Healthy,Treated,50,1,FWRI Treated,1,Unknown,Treated,50,1,FWRI Treated,1,Unknown,Treated
2,29,10,0-5,1,SINT,11,2_p29_t10_s0_c1_SINT,9.11969736,0.293949544,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,1,NF,0,Unknown,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,2,SSID,18,2_p29_t10_s0_c2_SSID,9.813614111,0.303647139,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,1,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,3,PAST,16,2_p29_t10_s0_c3_PAST,9.904780867,0.174486426,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,1,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,4,MCAV,22,2_p29_t10_s0_c4_MCAV,9.781640158,0.66189595,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,5,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,30,0,FWRI Treated,1,Healthy,Treated,30,0,FWRI Treated,1,Healthy,Treated,30,1,FWRI Treated,1,Unknown,Treated,30,1,FWRI Treated,1,Unknown,Treated
2,29,10,0-5,5,MCAV,55,2_p29_t10_s0_c5_MCAV,9.026562976,0.814387107,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,20,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,6,SSID,11,2_p29_t10_s0_c6_SSID,9.20709283,0.914736127,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,1,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0, ,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,30,0,FWRI Treated,1,Healthy,Treated,40,0,FWRI Treated-10% UT,1,Healthy,Treated,40,1,FWRI Treated,1,Unknown,Treated,40,1,FWRI Treated,1,Unknown,Treated
2,29,10,0-5,7,PAST,11,2_p29_t10_s0_c7_PAST,9.146096367,1.044318475,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,8,PAST,12,2_p29_t10_s0_c8_PAST,9.266777541,1.046005013,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,9,MCAV,75,2_p29_t10_s0_c9_MCAV,9.416809164,1.211145206,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,60,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,2,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated-no photo,1,Healthy,Treated,5,0,FWRI-Treated,1,Healthy,Treated,10,0,FWRI-Treated-no photo,1,Healthy,Treated,10,1,FWRI-Treated-no photo,1,Unknown,Treated,10,1,FWRI-Treated,1,Unknown,Treated
2,29,10,0-5,10,SSID,24,2_p29_t10_s0_c10_SSID,9.928064463,1.544377035,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,2,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,15,0,FWRI Treated,1,Healthy,Treated,15,0,FWRI Treated ,1,Healthy,Treated,15,0,FWRI Treated,1,Healthy,Treated,15,0,FWRI Treated,1,Healthy,Treated,15,0,FWRI Treated,1,Healthy,Treated,15,0,FWRI Treated-No Photo,1,Healthy,Treated,15,0,FWRI Treated,1,Healthy,Treated,15,1,FWRI Treated,1,Unknown,Treated,15,1,FWRI Treated,1,Unknown,Treated
2,29,10,0-5,11,PAST,11,2_p29_t10_s0_c11_PAST,9.051322293,1.890820079,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,FB,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,12,SSID,45,2_p29_t10_s0_c12_SSID,9.167412335,2.805485934,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,13,PAST,11,2_p29_t10_s0_c13_PAST,9.469279239,2.777095875,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,20,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,14,OFAV,80,2_p29_t10_s0_c14_OFAV,9.073786044,3.423742709,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,20,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,2,0,FWRI Treated,1,Healthy,Treated,2,0,FWRI Treated,1,Healthy,Treated,2,0,FWRI Treated,1,Healthy,Treated,0,0,,1,Healthy,Treated,0,0,,1,Healthy,Treated,0,0,,1,Healthy,Treated,0,0,,1,Healthy,Treated,0,0, ,1,Healthy,Treated,2,0,FWRI Treated (same as 9-9),1,Healthy,Treated,2,0,FWRI Treated (same as 9-9),1,Healthy,Treated,2,1,FWRI Treated (same as 9-9),1,Unknown,Treated,2,1,FWRI Treated (same as 9-9),1,Unknown,Treated
2,29,10,0-5,15,SSID,18,2_p29_t10_s0_c15_SSID,9.283994285,3.622332576,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,16,SSID,12,2_p29_t10_s0_c16_SSID,9.585369282,3.69176173,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,20,0,FWRI Treated,1,Healthy,Treated,20,0,FWRI Treated,1,Healthy,Treated,20,0,FWRI Treated,1,Healthy,Treated,20,0,FWRI Treated-no photo,1,Healthy,Treated,20,0,FWRI Treated,1,Healthy,Treated,20,0,FWRI Treated,1,Healthy,Treated,20,1,FWRI Treated,1,Unknown,Treated,20,1,FWRI Treated,1,Unknown,Treated
2,29,10,0-5,17,SSID,16,2_p29_t10_s0_c17_SSID,9.705558549,3.79126748,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated (no picture),1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated-no photo,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,1,FWRI Treated,1,Unknown,Treated,10,1,FWRI Treated,1,Unknown,Treated
2,29,10,0-5,18,PAST,13,2_p29_t10_s0_c18_PAST,9.282518564,3.915790213,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,1,0,0,FB,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,19,MCAV,14,2_p29_t10_s0_c19_MCAV,9.493546649,3.951348059,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,66,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,20,0,FWRI Treated,1,Healthy,Treated,20,1,FWRI Treated,1,Unknown,Treated,20,1,FWRI Treated,1,Unknown,Treated
2,29,10,0-5,20,OFAV,11,2_p29_t10_s0_c20_OFAV,9.129863437,4.272352486,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,5,0,FWRI Treated,1,Healthy,Treated,5,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,1,FWRI Treated,1,Unknown,Treated,10,1,FWRI Treated,1,Unknown,Treated
2,29,10,0-5,21,OFAV,11,2_p29_t10_s0_c21_OFAV,8.978684032,4.335457122,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,0,FWRI Treated,1,Healthy,Treated,10,1,FWRI Treated,1,Unknown,Treated,10,1,FWRI Treated,1,Unknown,Treated
2,29,10,0-5,22,SSID,11,2_p29_t10_s0_c22_SSID,9.037384929,4.662364433,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,0-5,23,SSID,14,2_p29_t10_s0_c23_SSID,NA,NA,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,50,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,29,10,5-10,1,SSID,11,2_p29_t10_s5_c1_SSID,9.454545455,5.367346939,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,80,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,FWRI Database,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
