Date,TimeSeries,Site,Plot,Transect,Coral,Dist_X,Dist_Y,Species,Width,Width_2,Height,Original_M,Disease_M,Other_M,Live,Bleach
3/2/2018,4,Washerwoman,1,1,26,0.6,2.9,SSID,18,13,8,20,0,0,80,1
3/2/2018,4,Washerwoman,1,1,27,0.3,2.9,SINT,13,11,5,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,1,28,0.7,2.9,PAST,14,11,8,0,0,5,95,-99
3/2/2018,4,Washerwoman,1,1,29,0.8,3,SINT,12,11,5,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,1,30,1,3.1,SINT,13,13,5,25,0,0,75,-99
3/2/2018,4,Washerwoman,1,1,31,0.3,3.2,SINT,13,13,3,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,1,32,0.1,3.3,SSID,30,25,15,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,1,33,0.2,3.3,SINT,22,8,8,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,1,34,0.3,3.3,SINT,11,6,5,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,1,35,0.8,3.3,SSID,14,11,5,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,1,36,0.6,3.6,SINT,11,8,3,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,1,37,0.5,3.8,SINT,12,17,4,2,0,0,98,-99
3/2/2018,4,Washerwoman,1,1,38,0.9,3.9,DSTO,11,7,4,0,0,0,100,1
3/2/2018,4,Washerwoman,1,1,39,0.9,4.1,PAST,11,11,5,70,0,0,30,-99
3/2/2018,4,Washerwoman,1,1,40,0.2,4.7,SINT,24,12,10,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,1,41,0.5,4.6,SSID,33,20,15,15,0,0,85,-99
3/2/2018,4,Washerwoman,1,1,42,0.8,4.4,SSID,40,30,20,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,1,43,0.7,4.7,SSID,26,13,12,30,0,0,70,-99
3/2/2018,4,Washerwoman,1,1,44,0.7,4.8,SINT,22,16,12,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,2,1,0.15,0.2,PPOR,20,13,6,2,0,13,85,-99
3/2/2018,4,Washerwoman,1,2,2,0.37,0.1,PAST,12,8,6,0,0,0,100,1
3/2/2018,4,Washerwoman,1,2,3,0.38,0.15,SSID,18,11,7,2,0,0,98,-99
3/2/2018,4,Washerwoman,1,2,4,0.92,0.25,SSID,11,11,9,5,0,15,80,2
3/2/2018,4,Washerwoman,1,2,5,0.5,0.28,SSID,13,12,11,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,2,6,0.2,0.32,MCAV,11,7,6,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,7,0.73,0.35,PAST,10,5,7,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,2,8,0.85,0.35,SSID,12,12,6,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,2,9,0.55,0.45,SINT,15,13,4,15,0,0,85,-99
3/2/2018,4,Washerwoman,1,2,10,0.18,0.47,SSID,12,11,5,0,0,0,100,2
3/2/2018,4,Washerwoman,1,2,11,0.25,0.7,SINT,27,15,11,35,0,0,65,2
3/2/2018,4,Washerwoman,1,2,12,0.2,1.1,SSID,25,20,12,60,0,0,40,1
3/2/2018,4,Washerwoman,1,2,13,0.8,1.2,SSID,53,40,28,10,0,0,90,1
3/2/2018,4,Washerwoman,1,2,14,0.2,1.4,SSID,18,12,7,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,2,15,0.4,1.5,SSID,33,32,12,15,0,0,85,-99
3/2/2018,4,Washerwoman,1,2,16,0.6,1.6,PAST,20,15,7,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,2,17,0.75,1.65,SINT,28,18,20,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,18,0.6,2.1,SSID,15,12,5,50,0,0,50,2
3/2/2018,4,Washerwoman,1,2,19,0.55,2,SINT,10,6,5,10,0,5,85,-99
3/2/2018,4,Washerwoman,1,2,20,0.3,2.2,SSID,32,15,8,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,2,21,0.7,2.4,MCAV,44,40,30,35,0,0,65,-99
3/2/2018,4,Washerwoman,1,2,22,0.8,2.3,SINT,17,15,4,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,23,0.8,2.4,SINT,15,10,7,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,24,0.4,1.9,SSID,20,16,8,40,0,0,60,-99
3/2/2018,4,Washerwoman,1,2,26,0.8,2.6,SSID,42,20,20,15,0,0,85,1
3/2/2018,4,Washerwoman,1,2,27,0.9,2.8,DSTO,11,11,6,0,0,0,100,1
3/2/2018,4,Washerwoman,1,2,28,0,2.4,SINT,10,7,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,29,1,2.6,SINT,15,11,6,0,0,0,100,1
3/2/2018,4,Washerwoman,1,2,30,0.95,3.1,SSID,18,13,12,25,0,0,75,-99
3/2/2018,4,Washerwoman,1,2,31,0.8,3.4,SSID,20,18,6,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,2,32,0.35,3.25,DSTO,8,6,6,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,33,0.25,3.35,SSID,20,17,7,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,2,34,0,3.3,PAST,15,12,5,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,35,0,3.45,PAST,11,10,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,36,0.3,3.7,SINT,12,10,7,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,2,37,0.9,3.5,MCAV,12,10,5,45,0,0,55,-99
3/2/2018,4,Washerwoman,1,2,38,0.95,4,PCLI,26,17,11,0,0,0,100,0
3/2/2018,4,Washerwoman,1,2,39,0.9,4.2,MCAV,13,17,7,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,2,40,0.55,4.25,PAST,16,15,6,2,0,0,98,-99
3/2/2018,4,Washerwoman,1,2,41,0.5,4.4,SSID,20,15,5,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,2,42,0.4,4.65,SINT,17,13,6,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,43,0,4.9,SSID,13,11,4,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,2,44,0.25,4.95,SSID,20,18,10,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,2,45,1,5,UAGA,12,12,16,25,0,0,75,-99
3/2/2018,4,Washerwoman,1,3,1,0.29,0.12,SSID,13,12,3,3,0,0,97,-99
3/2/2018,4,Washerwoman,1,3,2,0.4,0.19,PAST,25,20,16,35,0,0,65,1
3/2/2018,4,Washerwoman,1,3,3,0.75,0.3,SSID,12,10,4,3,0,0,97,-99
3/2/2018,4,Washerwoman,1,3,4,0.22,0.58,PPOR,28,12,12,50,0,0,50,1
3/2/2018,4,Washerwoman,1,3,5,0.5,0.72,SSID,18,13,3,0,0,0,100,1
3/2/2018,4,Washerwoman,1,3,6,0.8,0.75,PAST,11,8,2,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,3,7,0.15,0.85,PPOR,13,10,5,40,0,0,60,-99
3/2/2018,4,Washerwoman,1,3,8,0.28,0.83,SINT,23,11,2,2,0,0,98,-99
3/2/2018,4,Washerwoman,1,3,9,0.31,0.95,PAST,20,19,3,4,0,0,96,-99
3/2/2018,4,Washerwoman,1,3,10,0.55,0.9,SINT,13,8,4,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,3,11,0.75,1.22,CNAT,63,50,35,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,3,12,0.45,1.33,SSID,28,19,8,5,0,0,95,1
3/2/2018,4,Washerwoman,1,3,13,0.1,1.75,SSID,19,16,6,75,0,0,25,-99
3/2/2018,4,Washerwoman,1,3,14,0.3,2.6,SSID,31,25,7,50,0,0,50,-99
3/2/2018,4,Washerwoman,1,3,15,0.5,2.68,SINT,15,8,1,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,3,16,0,2.8,SINT,27,12,5,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,3,17,0.5,3,CNAT,73,60,21,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,3,18,0.6,3.12,SSID,21,14,17,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,3,19,0.05,3.75,SINT,12,9,1,3,0,0,97,-99
3/2/2018,4,Washerwoman,1,3,20,0.18,3.75,SSID,17,12,3,10,0,0,90,1
3/2/2018,4,Washerwoman,1,3,21,0.41,3.87,DSTO,9,7,6,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,3,22,0.85,4,SSID,25,18,15,50,0,0,50,-99
3/2/2018,4,Washerwoman,1,3,23,0.65,4.18,SSID,16,7,2,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,3,24,0.7,4.25,SSID,15,8,7,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,3,25,0.5,4.25,SINT,25,20,5,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,3,26,0.53,4.38,MCAV,23,9,4,25,0,0,75,1
3/2/2018,4,Washerwoman,1,3,27,0.45,4.6,SSID,38,28,22,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,3,28,0.6,4.65,DSTO,17,11,13,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,3,30,0.8,5,CNAT,32,30,12,3,0,0,97,-99
3/2/2018,4,Washerwoman,1,4,1,0.4,0,SINT,25,10,10,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,2,0.5,0.1,UAGA,8,5,2,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,3,0.15,0.3,CNAT,22,20,17,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,4,4,0.25,0.6,CNAT,25,28,20,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,5,0.65,0.55,SINT,13,10,7,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,6,0.35,0.9,PPOR,25,23,10,60,0,0,40,-99
3/2/2018,4,Washerwoman,1,4,7,0.25,0.8,SSID,12,10,5,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,4,8,0.7,1,UAGA,11,1,11,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,9,0.3,1.2,DLAB,29,26,21,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,4,10,0.1,1.15,PAST,13,10,7,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,11,0.1,1.8,PAST,15,10,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,12,0.7,2,SSID,12,9,4,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,4,13,0.8,2.1,EFAS,6,4,5,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,14,0.7,2.2,EFAS,20,10,4,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,15,0.8,2.2,SINT,14,11,7,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,4,16,0.45,2.55,SINT,26,10,3,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,4,17,0.35,2.6,SINT,16,10,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,18,0.8,1.65,SSID,15,7,8,10,0,0,90,1
3/2/2018,4,Washerwoman,1,4,19,0.95,2.85,SSID,12,7,5,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,20,0.95,2.95,SSID,13,5,3,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,4,21,0.65,3.2,PAST,10,10,8,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,22,0.2,3.05,SINT,20,12,1,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,4,23,0.15,3.15,SINT,10,6,2,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,24,0.5,3.55,SSID,13,9,3,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,4,25,0.45,3.7,SSID,18,13,6,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,26,0,3.7,MCAV,45,45,25,95,0,0,5,-99
3/2/2018,4,Washerwoman,1,4,27,0.35,3.95,SSID,30,20,8,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,4,28,0.3,4.2,SSID,18,15,9,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,4,29,0.45,4.15,SSID,21,15,12,0,0,5,95,-99
3/2/2018,4,Washerwoman,1,4,30,0.75,3.9,MCAV,10,6,15,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,4,31,0.6,4,SINT,10,8,5,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,32,0.55,4.4,EFAS,15,12,7,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,33,0.45,4.6,SSID,12,15,10,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,4,34,0.55,4.8,SSID,36,33,11,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,4,35,0.9,4.7,SSID,12,6,10,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,5,1,0.9,0.1,DSTO,14,12,9,2,0,0,98,-99
3/2/2018,4,Washerwoman,1,5,2,0.55,0.35,SINT,19,17,5,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,5,3,0.3,0.35,PAST,13,11,6,15,0,0,85,-99
3/2/2018,4,Washerwoman,1,5,4,0.2,0.4,SINT,18,10,6,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,5,5,0.1,0.8,SSID,25,24,12,20,0,2,78,-99
3/2/2018,4,Washerwoman,1,5,6,0.2,0.9,SSID,17,14,11,3,0,0,97,-99
3/2/2018,4,Washerwoman,1,5,7,0.95,1.2,SSID,14,11,4,10,0,2,88,-99
3/2/2018,4,Washerwoman,1,5,8,0.9,1.3,SSID,10,6,3,25,0,0,75,-99
3/2/2018,4,Washerwoman,1,5,9,0.05,1.2,SINT,10,5,3,20,0,0,80,-99
3/2/2018,4,Washerwoman,1,5,10,0.85,1.9,SINT,11,9,4,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,5,11,0.6,2,SSID,16,13,12,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,5,12,0.5,1.95,SINT,15,12,7,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,5,13,0.25,2.35,SSID,12,12,2,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,5,14,0.3,3.05,SINT,15,14,5,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,5,15,0.7,3.15,SSID,24,21,11,25,0,0,75,-99
3/2/2018,4,Washerwoman,1,5,16,0.85,3.3,SSID,10,10,2,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,5,17,0.8,3.4,SSID,21,10,4,3,0,0,97,-99
3/2/2018,4,Washerwoman,1,5,18,0.5,3.4,MCAV,18,17,11,50,0,0,50,-99
3/2/2018,4,Washerwoman,1,5,19,0.15,3.45,SINT,16,11,10,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,5,20,0.2,3.5,EFAS,10,7,3,40,0,0,60,-99
3/2/2018,4,Washerwoman,1,5,21,0.6,3.6,MCAV,18,12,9,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,5,22,0.95,3.7,SSID,24,24,12,25,0,0,75,-99
3/2/2018,4,Washerwoman,1,5,23,0.5,3.7,SSID,14,14,3,80,0,0,20,-99
3/2/2018,4,Washerwoman,1,5,24,0.5,3.7,EFAS,6,3,6,30,0,0,70,-99
3/2/2018,4,Washerwoman,1,5,25,0.9,3.8,SINT,10,5,2,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,5,26,0.5,3.85,SSID,40,30,20,10,0,0,90,-99
3/2/2018,4,Washerwoman,1,5,27,0.45,4,SSID,22,14,5,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,5,28,0.4,3.85,SINT,15,11,9,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,5,29,0.7,4,SSID,21,15,10,50,0,0,50,-99
3/2/2018,4,Washerwoman,1,5,30,0.1,3.8,SSID,20,17,4,50,0,0,50,-99
3/2/2018,4,Washerwoman,1,5,31,0.2,4.1,SSID,23,20,5,70,0,0,30,-99
3/2/2018,4,Washerwoman,1,5,32,0.3,4.2,SINT,19,15,5,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,5,33,0.4,4.25,MCAV,21,14,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,5,34,0.5,4.5,SSID,24,15,3,5,0,0,95,-99
3/2/2018,4,Washerwoman,1,5,35,0.7,4.4,SINT,13,13,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,5,36,0.65,4.6,SSID,12,11,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,1,5,37,0.7,4.7,SSID,11,10,2,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,5,38,0.4,4.6,MCAV,25,22,25,90,0,0,10,-99
3/2/2018,4,Washerwoman,1,5,39,0.3,4.8,SINT,10,7,5,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,5,40,0.1,4.9,SINT,21,10,6,1,0,0,99,-99
3/2/2018,4,Washerwoman,1,5,41,0.4,4.6,SSID,15,12,3,60,0,0,40,-99
3/2/2018,4,Washerwoman,1,5,42,0.2,5,SSID,48,35,25,25,0,0,75,-99
3/2/2018,4,Washerwoman,2,1,1,0.3,0.1,OANN,15,14,10,25,0,0,75,1
3/2/2018,4,Washerwoman,2,1,2,0.7,0.1,SINT,15,10,8,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,3,0.8,0.1,SINT,17,13,11,60,0,0,40,-99
3/2/2018,4,Washerwoman,2,1,4,0.9,0.2,SINT,12,10,6,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,5,0.2,0.4,SSID,20,13,14,65,0,0,35,-99
3/2/2018,4,Washerwoman,2,1,6,0,0.7,DSTO,10,9,7,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,7,0.1,0.7,SINT,24,21,12,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,8,0.2,0.7,SSID,21,19,11,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,9,0.2,0.8,PAST,10,8,6,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,10,0.3,0.8,SINT,10,7,5,25,0,0,75,-99
3/2/2018,4,Washerwoman,2,1,11,0.5,0.6,SINT,11,7,2,10,0,0,90,-99
3/2/2018,4,Washerwoman,2,1,12,0.8,0.9,SINT,13,12,5,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,13,0.5,0.3,EFAS,11,9,4,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,1,14,0.9,1.3,SSID,21,18,11,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,15,0.9,1.5,SINT,13,11,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,16,0.2,1.4,SSID,10,8,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,17,0.1,1.5,MCAV,10,6,2,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,18,0,1.7,PAST,14,8,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,19,0.8,2.3,SINT,23,18,15,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,1,20,0.1,2.6,MCAV,33,25,25,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,21,0.2,2.8,SSID,19,11,7,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,22,0.3,2.9,SSID,36,24,12,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,23,0.4,2.8,MCAV,37,24,13,10,0,0,90,-99
3/2/2018,4,Washerwoman,2,1,24,0.7,2.8,SSID,41,35,24,20,5,0,75,-99
3/2/2018,4,Washerwoman,2,1,25,0.8,2.8,MCAV,20,14,23,0,0,0,100,1
3/2/2018,4,Washerwoman,2,1,26,0.6,3.1,SINT,22,21,9,5,0,0,95,1
3/2/2018,4,Washerwoman,2,1,27,0.7,3,SINT,34,19,11,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,28,0.2,3.3,PAST,13,10,12,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,29,0.4,3.5,MCAV,70,53,27,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,30,0.6,3.2,SINT,11,10,6,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,31,0.7,3.3,PAST,14,11,7,75,0,0,25,-99
3/2/2018,4,Washerwoman,2,1,32,0.7,3.4,SSID,38,30,20,25,0,0,75,-99
3/2/2018,4,Washerwoman,2,1,33,1,3.3,SINT,25,23,11,15,0,0,85,-99
3/2/2018,4,Washerwoman,2,1,34,0.9,3.5,SINT,18,15,8,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,35,1,3.6,SSID,33,20,15,40,0,0,60,-99
3/2/2018,4,Washerwoman,2,1,36,0.9,3.9,SINT,16,13,6,75,0,0,25,-99
3/2/2018,4,Washerwoman,2,1,37,0.8,3.9,SINT,23,18,8,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,38,0.4,4,SSID,18,17,6,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,39,0,4,SINT,24,18,4,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,40,0,3.9,SINT,16,12,2,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,41,0,3.8,SINT,28,28,6,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,42,0.9,4.1,SINT,16,12,6,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,1,43,0.9,4.4,SSID,14,12,5,5,20,0,75,2
3/2/2018,4,Washerwoman,2,1,44,0.3,4.6,SSID,75,65,58,50,0,5,45,1
3/2/2018,4,Washerwoman,2,1,45,0.7,4.7,OFRA,75,63,55,15,0,0,85,-99
3/2/2018,4,Washerwoman,2,1,46,0.8,5,MCAV,40,28,35,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,1,47,0.5,5.5,CNAT,70,70,33,2,0,1,97,-99
3/2/2018,4,Washerwoman,2,2,1,0.75,0,UAGA,20,13,6,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,2,2,0.35,0.1,SINT,13,10,4,0,0,0,100,1
3/2/2018,4,Washerwoman,2,2,3,0.55,0.4,DSTO,60,35,20,10,0,0,90,-99
3/2/2018,4,Washerwoman,2,2,4,0.55,0.55,PAST,18,15,5,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,2,5,0.8,0.6,SSID,30,23,6,15,0,0,85,-99
3/2/2018,4,Washerwoman,2,2,6,0.7,0.75,PPOR,17,16,7,60,0,5,35,-99
3/2/2018,4,Washerwoman,2,2,7,0.5,0.8,SSID,25,20,10,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,2,8,0.35,0.7,MCAV,30,17,15,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,2,9,0.1,0.7,SSID,30,25,12,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,2,10,0.1,0.9,DSTO,7,6,5,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,2,11,0.85,0.5,PAST,11,10,4,15,0,0,85,-99
3/2/2018,4,Washerwoman,2,2,12,0.15,0.3,PAST,11,7,6,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,2,13,0.75,1.3,OFAV,85,55,55,50,0,0,50,-99
3/2/2018,4,Washerwoman,2,2,14,0.75,1.7,SSID,44,30,30,35,0,0,65,-99
3/2/2018,4,Washerwoman,2,2,15,0.1,1.1,SINT,13,10,5,2,0,0,98,-99
3/2/2018,4,Washerwoman,2,2,16,0.2,1.2,OANN,10,10,10,40,0,0,60,-99
3/2/2018,4,Washerwoman,2,2,17,0.2,1.4,OFAV,42,20,25,70,0,0,30,-99
3/2/2018,4,Washerwoman,2,2,18,0.1,1.55,SINT,12,10,4,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,2,19,0.25,1.5,SINT,13,10,2,45,0,0,55,-99
3/2/2018,4,Washerwoman,2,2,20,0.45,1.8,SINT,10,8,2,15,0,0,85,-99
3/2/2018,4,Washerwoman,2,2,21,0.8,2.1,SSID,13,10,3,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,2,22,1,2.15,SSID,22,12,4,30,0,0,70,-99
3/2/2018,4,Washerwoman,2,2,23,1,2.35,SSID,35,20,15,50,0,0,50,-99
3/2/2018,4,Washerwoman,2,2,24,0.9,2.55,SSID,10,10,4,30,0,0,70,-99
3/2/2018,4,Washerwoman,2,2,25,0.9,2.75,OANN,25,15,18,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,2,26,0.15,2.05,SINT,13,9,3,25,0,0,75,-99
3/2/2018,4,Washerwoman,2,2,27,0.2,2.15,SINT,20,12,3,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,2,28,0.1,2.55,MCAV,30,23,18,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,2,29,0.25,2.6,SSID,20,17,10,2,0,0,98,1
3/2/2018,4,Washerwoman,2,2,30,0.75,3,PAST,10,7,7,10,0,0,90,-99
3/2/2018,4,Washerwoman,2,2,31,0.1,3,MCAV,27,23,15,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,2,32,0.15,3.1,SSID,30,16,8,2,0,0,98,1
3/2/2018,4,Washerwoman,2,2,33,0.3,3.1,SINT,60,35,20,0,0,0,100,1
3/2/2018,4,Washerwoman,2,2,34,0.8,3.1,SINT,23,20,12,25,0,0,75,1
3/2/2018,4,Washerwoman,2,2,35,0.3,3.25,PPOR,27,15,15,60,0,0,40,-99
3/2/2018,4,Washerwoman,2,2,36,0.55,3.65,SSID,30,28,27,50,0,0,50,1
3/2/2018,4,Washerwoman,2,2,37,0.9,3.6,CNAT,50,42,11,75,0,0,25,-99
3/2/2018,4,Washerwoman,2,2,38,0.95,4,SSID,43,40,25,40,5,0,55,1
3/2/2018,4,Washerwoman,2,2,39,0.8,3.75,SINT,12,10,2,35,0,0,65,-99
3/2/2018,4,Washerwoman,2,2,40,0.25,3.75,SSID,11,9,6,50,0,0,50,1
3/2/2018,4,Washerwoman,2,2,41,0.3,3.85,SSID,16,13,6,25,0,0,75,1
3/2/2018,4,Washerwoman,2,2,42,0.45,4,SSID,40,22,20,35,0,0,65,1
3/2/2018,4,Washerwoman,2,2,43,0.3,4,SSID,25,15,14,10,0,0,90,1
3/2/2018,4,Washerwoman,2,2,44,0.4,4.2,SSID,22,16,9,1,0,0,99,1
3/2/2018,4,Washerwoman,2,2,45,0.1,4.1,MCAV,21,6,3,60,0,0,40,-99
3/2/2018,4,Washerwoman,2,2,46,0.8,4.4,UAGA,19,13,14,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,2,47,0.7,4.5,MYCE,17,9,4,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,2,48,0.7,4.3,SSID,16,12,3,85,0,0,15,-99
3/2/2018,4,Washerwoman,2,2,49,0.1,4.5,SSID,11,10,3,2,0,0,98,-99
3/2/2018,4,Washerwoman,2,2,50,0.5,4.9,SSID,20,17,5,30,0,0,70,-99
3/2/2018,4,Washerwoman,2,3,1,0.9,0,OFAV,24,23,15,55,0,0,45,-99
3/2/2018,4,Washerwoman,2,3,2,0.15,0.32,OFAV,23,5,25,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,3,3,0.8,0.36,OFAV,31,25,27,5,0,0,95,-99
3/2/2018,4,Washerwoman,2,3,4,0.95,0.35,MMEA,23,12,20,0,0,0,100,-99
3/2/2018,4,Washerwoman,2,3,5,0.5,0.68,OANN,50,35,28,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,3,6,0.23,1.15,OFAV,45,17,25,3,0,0,97,-99
3/2/2018,4,Washerwoman,2,3,7,0.38,1.18,SSID,14,13,5,20,0,0,80,-99
3/2/2018,4,Washerwoman,2,3,8,0.83,1.29,OANN,25,17,19,75,0,1,24,-99
