Date,TimeSeries,Site,Plot,Transect,Coral,Dist_X,Dist_Y,Species,Width,Width_2,Height,Original_M,Disease_M,Other_M,Live,Bleach
7/27/2018,14,Washerwoman,2,4,1,0.4,0.1,SSID,12,7,5,50,0,50,0,0
7/27/2018,14,Washerwoman,2,4,2,0.95,0.2,SSID,15,13,5,0,0,0,100,1
7/27/2018,14,Washerwoman,2,4,3,0.55,0.65,MCAV,19,12,5,40,0,20,40,0
7/27/2018,14,Washerwoman,2,4,4,0.55,0.8,SINT,20,12,4,5,70,0,25,0
7/27/2018,14,Washerwoman,2,4,5,0.7,0.8,SINT,7,13,4,5,0,5,90,0
7/27/2018,14,Washerwoman,2,4,6,0.65,1.4,OANN,45,50,50,50,20,0,30,1
7/27/2018,14,Washerwoman,2,4,7,0.5,1.45,SSID,15,10,2,0,2,0,98,2
7/27/2018,14,Washerwoman,2,4,8,0.9,2.1,OANN,50,30,40,60,25,0,15,1
7/27/2018,14,Washerwoman,2,4,9,0.2,2.4,CNAT,120,50,45,70,30,0,0,2
7/27/2018,14,Washerwoman,2,4,10,0.35,2.3,OANN,50,45,52,20,22,0,58,2
7/27/2018,14,Washerwoman,2,4,11,0.45,2.65,CNAT,60,20,10,15,85,0,0,2
7/27/2018,14,Washerwoman,2,4,12,0.55,2.8,PAST,13,10,7,0,0,0,100,0
7/27/2018,14,Washerwoman,2,4,13,0.85,2.95,OANN,50,25,27,20,32,0,48,1
7/27/2018,14,Washerwoman,2,4,14,0.2,2.9,OANN,52,26,21,10,40,0,50,1
7/27/2018,14,Washerwoman,2,4,15,0.1,3.1,SSID,10,16,2,0,0,0,100,1
7/27/2018,14,Washerwoman,2,4,16,0.15,3.1,SSID,13,11,2,0,5,0,95,1
7/27/2018,14,Washerwoman,2,4,17,0.35,3.1,SSID,15,15,10,2,0,0,98,2
7/27/2018,14,Washerwoman,2,4,18,0.3,3.15,SINT,10,6,2,90,0,0,10,1
7/27/2018,14,Washerwoman,2,4,19,0.35,3.25,SSID,7,7,2,0,0,0,100,2
7/27/2018,14,Washerwoman,2,4,20,0.45,3.25,SSID,9,6,2,0,0,0,100,1
7/27/2018,14,Washerwoman,2,4,21,0.7,3.4,SSID,35,22,25,20,5,0,75,2
7/27/2018,14,Washerwoman,2,4,22,0.85,3.65,SSID,21,20,17,2,0,0,98,1
7/27/2018,14,Washerwoman,2,4,23,0.15,3.55,CNAT,33,13,8,0,0,0,100,2
7/27/2018,14,Washerwoman,2,4,24,0.3,3.6,MCAV,23,21,22,0,20,0,80,1
7/27/2018,14,Washerwoman,2,4,25,0.35,3.95,OANN,15,13,13,0,0,0,100,0
7/27/2018,14,Washerwoman,2,4,26,0.15,3.95,SSID,26,25,13,2,5,0,93,2
7/27/2018,14,Washerwoman,2,4,27,0.05,3.75,SSID,10,10,5,0,0,0,100,1
7/27/2018,14,Washerwoman,2,4,28,0.05,4,SSID,15,10,5,0,0,0,100,2
7/27/2018,14,Washerwoman,2,4,29,0.35,4.05,PAST,13,9,2,0,0,0,100,1
7/27/2018,14,Washerwoman,2,4,30,0.55,4.3,SSID,44,28,23,60,0,0,40,2
7/27/2018,14,Washerwoman,2,4,31,0.85,4.3,SSID,11,7,5,30,0,0,70,2
7/27/2018,14,Washerwoman,2,4,32,0.95,4.2,PAST,11,8,6,40,20,0,40,0
7/27/2018,14,Washerwoman,2,4,33,0.35,4.45,PAST,12,8,7,0,0,0,100,1
7/27/2018,14,Washerwoman,2,4,34,0.45,4.5,SSID,27,25,28,85,0,0,15,1
7/27/2018,14,Washerwoman,2,4,35,0.4,4.6,SSID,19,15,10,0,0,0,100,2
7/27/2018,14,Washerwoman,2,4,36,0.1,4.75,SSID,23,24,9,0,0,0,100,2
7/27/2018,14,Washerwoman,2,4,37,0.45,5,SSID,23,17,18,5,2,0,93,2
7/27/2018,14,Washerwoman,2,4,38,0.55,4.85,SSID,18,13,5,5,0,0,95,1
7/27/2018,14,Washerwoman,2,4,39,0.8,4.55,SINT,11,7,3,10,0,0,90,0
7/27/2018,14,Washerwoman,2,5,1,0.7,0.3,OANN,46,39,24,50,5,0,45,1
7/27/2018,14,Washerwoman,2,5,2,0.8,0.5,MCAV,23,20,19,10,55,0,35,2
7/27/2018,14,Washerwoman,2,5,3,0.1,0.6,OANN,10,6,4,5,95,0,0,0
7/27/2018,14,Washerwoman,2,5,4,0.3,0.6,OANN,13,10,5,40,40,0,20,1
7/27/2018,14,Washerwoman,2,5,5,0.1,0.7,CNAT,27,26,10,3,0,5,92,1
7/27/2018,14,Washerwoman,2,5,6,0.9,0.9,OANN,40,20,43,40,2,0,58,1
7/27/2018,14,Washerwoman,2,5,7,0.2,1.4,CNAT,95,83,34,1,20,0,79,1
7/27/2018,14,Washerwoman,2,5,8,0.8,1.4,SINT,25,20,6,1,15,0,84,0
7/27/2018,14,Washerwoman,2,5,9,0.6,1.9,EFAS,12,12,5,30,70,0,0,0
7/27/2018,14,Washerwoman,2,5,10,0.2,2,OANN,86,60,54,25,35,0,40,2
7/27/2018,14,Washerwoman,2,5,11,0.8,2.4,CNAT,49,45,9,1,99,0,0,0
7/27/2018,14,Washerwoman,2,5,12,0.6,2.3,SINT,17,14,5,1,10,0,89,0
7/27/2018,14,Washerwoman,2,5,13,0.7,2.6,OANN,15,14,25,5,11,0,84,1
7/27/2018,14,Washerwoman,2,5,14,0.9,2.2,UAGA,14,11,3,0,0,0,100,0
7/27/2018,14,Washerwoman,2,5,15,0.7,2.2,MCAV,12,6,2,0,100,0,0,0
7/27/2018,14,Washerwoman,2,5,16,0.5,2.6,OANN,8,6,11,0,100,0,0,0
7/27/2018,14,Washerwoman,2,5,17,0.7,2.8,EFAS,6,6,3,60,40,0,0,0
7/27/2018,14,Washerwoman,2,5,18,0.8,2.8,OANN,5,5,10,5,15,0,80,1
7/27/2018,14,Washerwoman,2,5,19,0.4,2.8,OANN,10,10,5,30,70,0,0,0
7/27/2018,14,Washerwoman,2,5,20,0.8,3,SSID,11,10,4,20,0,0,80,1
7/27/2018,14,Washerwoman,2,5,21,0.6,3.3,PAST,13,12,9,0,0,20,80,1
7/27/2018,14,Washerwoman,2,5,22,0.5,3.3,SSID,10,7,3,0,0,0,100,1
7/27/2018,14,Washerwoman,2,5,23,0.1,3.3,SINT,11,10,3,2,0,0,98,1
7/27/2018,14,Washerwoman,2,5,24,0.3,3.4,SSID,11,9,3,2,20,5,73,2
7/27/2018,14,Washerwoman,2,5,25,0.1,3.5,PAST,9,6,10,0,0,0,100,1
7/27/2018,14,Washerwoman,2,5,26,0.3,3.5,PAST,11,9,4,5,0,0,95,1
7/27/2018,14,Washerwoman,2,5,27,0.6,3.5,PAST,9,8,8,0,0,0,100,0
7/27/2018,14,Washerwoman,2,5,28,0.4,3.6,SSID,10,9,4,20,35,15,30,1
7/27/2018,14,Washerwoman,2,5,29,0.1,3.8,SSID,26,22,13,3,0,5,92,2
7/27/2018,14,Washerwoman,2,5,30,0.3,4.1,EFAS,6,5,5,0,90,10,0,0
7/27/2018,14,Washerwoman,2,5,31,0.2,4.2,MCAV,30,16,7,0,0,0,100,0
7/27/2018,14,Washerwoman,2,5,32,0.1,4.3,SINT,13,14,5,2,5,0,93,0
7/27/2018,14,Washerwoman,2,5,33,0.1,4.6,SSID,21,14,5,5,0,0,95,1
7/27/2018,14,Washerwoman,2,5,34,0.2,4.6,EFAS,45,15,19,40,60,0,0,0
7/27/2018,14,Washerwoman,2,5,35,0.4,4.5,SINT,30,21,18,5,5,0,90,0
7/27/2018,14,Washerwoman,2,5,36,0.9,4.5,SINT,25,15,4,5,2,0,93,1
7/27/2018,14,Washerwoman,2,5,37,0.8,4.7,MCAV,25,14,7,1,0,0,99,0
7/27/2018,14,Washerwoman,2,5,38,0.5,4.8,SINT,25,14,6,20,0,0,80,1
7/27/2018,14,Washerwoman,2,5,39,0.6,4.8,SSID,13,10,3,60,0,0,40,2
7/27/2018,14,Washerwoman,2,5,40,0.5,4.9,SINT,12,11,5,70,0,0,30,0
7/27/2018,14,Washerwoman,2,5,41,0.7,5,SSID,11,11,5,0,0,0,100,1
7/27/2018,14,Washerwoman,2,5,42,0.8,5,SSID,12,11,4,0,0,0,100,1
8/10/2018,15,Boot Key,1,1,1,0.4,0.1,SSID,11,7,4,0,0,0,100,1
8/10/2018,15,Boot Key,1,1,2,0.6,0.15,SSID,11,8,4,5,0,0,95,1
8/10/2018,15,Boot Key,1,1,3,0.75,0.15,CNAT,36,27,15,3,50,0,47,1
8/10/2018,15,Boot Key,1,1,4,0.95,0.15,PSTR,25,18,6,5,60,0,35,0
8/10/2018,15,Boot Key,1,1,5,0.4,0.3,PSTR,19,19,8,0,100,0,0,0
8/10/2018,15,Boot Key,1,1,6,0.55,0.5,PSTR,35,35,6,3,97,0,0,0
8/10/2018,15,Boot Key,1,1,7,0.5,0.65,CNAT,30,25,12,20,79,1,0,0
8/10/2018,15,Boot Key,1,1,8.1,-0.05,0.65,CNAT,25,37,15,0,60,0,40,0
8/10/2018,15,Boot Key,1,1,8.2,-0.3,0.7,CNAT,45,30,15,0,100,0,0,0
8/10/2018,15,Boot Key,1,1,8.3,-0.2,0.5,CNAT,25,15,15,0,75,0,25,0
8/10/2018,15,Boot Key,1,1,9,0.15,0.5,SSID,14,8,6,35,0,0,65,0
8/10/2018,15,Boot Key,1,1,10,0.1,0.7,SSID,17,14,8,5,0,0,95,0
8/10/2018,15,Boot Key,1,1,11,0.3,0.95,SINT,14,8,4,40,5,0,55,0
8/10/2018,15,Boot Key,1,1,12,0.35,0.95,PAST,11,8,4,0,0,0,100,1
8/10/2018,15,Boot Key,1,1,13,0,0.7,CNAT,17,18,4,50,0,0,50,0
8/10/2018,15,Boot Key,1,1,14,0.4,1.25,MCAV,25,16,8,0,0,0,100,1
8/10/2018,15,Boot Key,1,1,15,0.5,1.4,CNAT,50,42,17,2,98,0,0,0
8/10/2018,15,Boot Key,1,1,16,0.8,1.4,SSID,13,9,4,3,4,0,93,2
8/10/2018,15,Boot Key,1,1,17,0.9,1.4,SINT,17,7,6,25,48,25,2,0
8/10/2018,15,Boot Key,1,1,18,0.1,1.75,SSID,18,16,6,2,5,0,93,1
8/10/2018,15,Boot Key,1,1,19,0.2,1.85,SSID,16,15,9,60,10,0,30,0
8/10/2018,15,Boot Key,1,1,20,0.5,1.65,SSID,12,8,5,0,5,0,95,0
8/10/2018,15,Boot Key,1,1,21,0.8,1.65,PSTR,22,20,5,2,98,0,0,0
8/10/2018,15,Boot Key,1,1,22,0.5,1.75,EFAS,11,8,5,5,95,0,0,0
8/10/2018,15,Boot Key,1,1,23,0.5,1.85,CNAT,18,12,8,10,90,0,0,0
8/10/2018,15,Boot Key,1,1,24,0.5,1.9,SSID,13,4,4,10,0,0,90,2
8/10/2018,15,Boot Key,1,1,25,0.8,1.95,SINT,28,18,10,8,20,0,72,1
8/10/2018,15,Boot Key,1,1,26,0.9,1.85,SSID,18,13,8,45,5,20,30,2
8/10/2018,15,Boot Key,1,1,27,0,1.65,CNAT,45,20,15,0,33,0,67,1
8/10/2018,15,Boot Key,1,1,28,0.11,1.3,SSID,13,7,6,40,59,0,1,0
8/10/2018,15,Boot Key,1,1,29,0.5,2,SSID,13,7,6,15,0,0,85,0
8/10/2018,15,Boot Key,1,1,30,0.65,2.1,CNAT,48,45,15,0,100,0,0,0
8/10/2018,15,Boot Key,1,1,31,0.9,2.15,PSTR,48,35,15,0,75,0,25,1
8/10/2018,15,Boot Key,1,1,32,0.5,2.25,CNAT,42,13,15,3,97,0,0,0
8/10/2018,15,Boot Key,1,1,33,0.55,2.45,CNAT,37,30,18,0,100,0,0,0
8/10/2018,15,Boot Key,1,1,34,0.3,2.5,CNAT,28,24,12,0,100,0,0,0
8/10/2018,15,Boot Key,1,1,35,0.2,2.6,SSID,11,7,3,2,30,0,68,0
8/10/2018,15,Boot Key,1,1,36,0.5,3,OFAV,80,60,50,15,77,0,8,1
8/10/2018,15,Boot Key,1,1,37,0,2.8,CNAT,42,28,8,0,100,0,0,0
8/10/2018,15,Boot Key,1,1,38,0,2.05,SSID,16,14,6,20,5,0,75,1
8/10/2018,15,Boot Key,1,1,39,0,2.15,SSID,13,10,7,15,5,0,80,1
8/10/2018,15,Boot Key,1,1,40,0.35,3.1,SSID,15,12,6,20,80,0,0,0
8/10/2018,15,Boot Key,1,1,41,0.6,3.25,SINT,18,12,5,5,40,0,55,0
8/10/2018,15,Boot Key,1,1,42,0.6,3.35,SSID,13,11,3,2,5,0,93,0
8/10/2018,15,Boot Key,1,1,43,0.35,3.7,SINT,13,10,4,0,95,0,5,1
8/10/2018,15,Boot Key,1,1,44,0.1,3.8,CNAT,40,40,15,3,97,0,0,0
8/10/2018,15,Boot Key,1,1,45,0.05,4.1,CNAT,33,25,15,2,98,0,0,0
8/10/2018,15,Boot Key,1,1,46,0.3,4.2,SSID,40,35,23,8,0,0,92,2
8/10/2018,15,Boot Key,1,1,47,0,4.25,SSID,12,12,5,2,5,0,93,0
8/10/2018,15,Boot Key,1,1,48,0.2,4.2,SSID,11,11,0,0,5,0,95,2
8/10/2018,15,Boot Key,1,1,49,0,4.35,SSID,30,25,8,2,2,0,96,2
8/10/2018,15,Boot Key,1,1,50,0,4.3,SINT,12,8,5,5,75,0,20,0
8/10/2018,15,Boot Key,1,1,51,0,4.4,SINT,15,10,8,10,10,0,80,3
8/10/2018,15,Boot Key,1,1,52,0.5,4.8,MCAV,145,90,100,90,0,0,10,0
8/10/2018,15,Boot Key,1,1,53,0.7,4.8,PAST,38,24,12,55,0,0,45,1
8/10/2018,15,Boot Key,1,1,54,0.45,5,PAST,30,25,5,45,10,0,45,2
8/10/2018,15,Boot Key,1,1,55,0.1,4.95,PSTR,25,22,10,0,0,5,95,1
8/10/2018,15,Boot Key,1,1,56,0.2,4.9,CNAT,20,19,5,0,100,0,0,0
8/10/2018,15,Boot Key,1,1,57,0.3,4.8,CNAT,35,30,20,0,100,0,0,0
8/10/2018,15,Boot Key,1,1,58,0.2,4.7,CNAT,25,22,10,0,100,0,0,0
8/10/2018,15,Boot Key,1,1,59,1,-0.3,CNAT,70,50,30,0,100,0,0,0
8/10/2018,15,Boot Key,1,2,1,0.05,0.05,SSID,15,13,5,2,0,0,98,0
8/10/2018,15,Boot Key,1,2,2,0.2,0.1,SSID,20,18,10,15,0,0,85,0
8/10/2018,15,Boot Key,1,2,3,0.4,0.2,MMEA,11,9,4,0,100,0,0,3
8/10/2018,15,Boot Key,1,2,4,0.05,0.35,SSID,18,17,6,5,1,0,94,1
8/10/2018,15,Boot Key,1,2,5,0.25,0.75,SSID,50,40,28,30,0,0,70,0
8/10/2018,15,Boot Key,1,2,6,0.9,0.2,SSID,20,20,9,0,1,0,99,0
8/10/2018,15,Boot Key,1,2,7,0.9,0.4,CNAT,33,18,7,0,100,0,0,1
8/10/2018,15,Boot Key,1,2,8.1,0.8,0.25,CNAT,34,20,10,10,90,0,0,0
8/10/2018,15,Boot Key,1,2,8.2,0.9,0.4,CNAT,43,18,12,2,98,0,0,0
8/10/2018,15,Boot Key,1,2,8.3,1,0.4,CNAT,22,15,5,5,5,0,90,0
8/10/2018,15,Boot Key,1,2,9,1,0.2,SINT,11,9,4,15,5,0,80,0
8/10/2018,15,Boot Key,1,2,10,0.15,0.7,SSID,17,15,15,0,0,5,95,0
8/10/2018,15,Boot Key,1,2,11,0.8,0.6,SINT,12,7,5,10,85,0,5,2
8/10/2018,15,Boot Key,1,2,12,0.6,0.75,EFAS,14,12,7,0,100,0,0,2
8/10/2018,15,Boot Key,1,2,13,0.4,0.1,CNAT,17,15,5,85,0,0,15,0
8/10/2018,15,Boot Key,1,2,14,0.2,1,SINT,28,13,7,10,0,5,85,2
8/10/2018,15,Boot Key,1,2,15,0.55,0.95,PSTR,25,24,9,0,100,0,0,0
8/10/2018,15,Boot Key,1,2,16,0.7,1,SSID,10,8,3,0,15,0,85,3
8/10/2018,15,Boot Key,1,2,17,0.8,1,DSTO,20,20,5,10,10,0,80,1
8/10/2018,15,Boot Key,1,2,18,0.9,0.9,SINT,10,7,3,10,5,0,85,0
8/10/2018,15,Boot Key,1,2,19,0.7,0.85,SSID,12,10,2,15,0,0,85,0
8/10/2018,15,Boot Key,1,2,20,0.8,0.85,SSID,16,11,5,5,70,0,25,0
8/10/2018,15,Boot Key,1,2,21,0.1,1,PSTR,30,27,7,0,100,0,0,0
8/10/2018,15,Boot Key,1,2,22,0.5,1.1,PAST,25,12,12,60,0,2,38,0
8/10/2018,15,Boot Key,1,2,23,0.1,1.2,PAST,13,10,6,0,5,0,95,1
8/10/2018,15,Boot Key,1,2,24,0.15,1.25,SINT,11,7,2,10,90,0,0,0
8/10/2018,15,Boot Key,1,2,25,0.3,1.3,SSID,13,12,4,0,15,0,85,0
8/10/2018,15,Boot Key,1,2,26,0.4,1.35,SINT,19,18,7,10,5,0,85,0
8/10/2018,15,Boot Key,1,2,27,1,1.25,CNAT,60,50,17,0,100,0,0,0
8/10/2018,15,Boot Key,1,2,28,0.65,1.45,CNAT,50,30,30,2,98,0,0,0
8/10/2018,15,Boot Key,1,2,29,0.5,1.4,SSID,22,11,6,0,2,0,98,0
8/10/2018,15,Boot Key,1,2,30,0.45,1.4,SSID,17,17,6,0,3,0,97,2
8/10/2018,15,Boot Key,1,2,31,0.45,1.5,MYCE,10,9,3,0,100,0,0,0
8/10/2018,15,Boot Key,1,2,32,0.25,1.45,CNAT,23,20,6,10,90,0,0,1
8/10/2018,15,Boot Key,1,2,33,0.1,1.6,MCAV,26,21,12,0,1,0,99,0
8/10/2018,15,Boot Key,1,2,34,0.2,1.8,MMEA,33,25,20,10,90,0,0,0
8/10/2018,15,Boot Key,1,2,35,0.4,1.95,SSID,30,22,7,5,0,0,95,0
8/10/2018,15,Boot Key,1,2,36,0.5,2,ODIF,10,6,5,20,0,0,60,3
8/10/2018,15,Boot Key,1,2,37,0.9,1.55,SSID,11,11,3,0,0,0,100,2
8/10/2018,15,Boot Key,1,2,38,0.85,1.65,SINT,11,10,2,0,10,0,90,1
8/10/2018,15,Boot Key,1,2,39,0.9,2.05,SSID,20,20,10,0,5,0,95,0
8/10/2018,15,Boot Key,1,2,40,0.5,2.2,DSTO,5,4,2,0,100,0,0,0
8/10/2018,15,Boot Key,1,2,41,0.45,2.25,SSID,12,10,3,0,0,0,100,1
8/10/2018,15,Boot Key,1,2,42,0.3,2.15,CNAT,18,10,3,0,100,0,0,0
8/10/2018,15,Boot Key,1,2,43,0.05,2.3,PSTR,38,33,15,0,70,0,30,1
8/10/2018,15,Boot Key,1,2,44,0.1,2.45,CNAT,13,10,3,0,100,0,0,0
8/10/2018,15,Boot Key,1,2,45,0.25,2.65,OFAV,42,28,20,35,65,0,0,0
8/10/2018,15,Boot Key,1,2,46,0.45,2.65,MCAV,13,10,6,0,0,0,100,0
8/10/2018,15,Boot Key,1,2,48,0.35,3.3,MCAV,105,75,55,40,10,0,50,2
8/10/2018,15,Boot Key,1,2,49,0.75,4.15,CNAT,32,30,10,5,95,0,0,0
8/10/2018,15,Boot Key,1,2,50,0.85,4.3,SINT,11,10,3,0,40,0,60,3
8/10/2018,15,Boot Key,1,2,51,0.8,4.6,SSID,17,15,6,5,5,0,90,0
8/10/2018,15,Boot Key,1,2,52,0.1,3.9,PCLI,15,13,10,0,100,0,0,0
8/10/2018,15,Boot Key,1,2,53,0.25,4.1,CNAT,50,50,30,2,75,0,23,0
8/10/2018,15,Boot Key,1,2,54,0.05,4.3,SSID,10,9,4,0,0,0,100,1
8/10/2018,15,Boot Key,1,2,55,0.35,4.5,MCAV,27,16,9,2,1,0,97,0
8/10/2018,15,Boot Key,1,2,56,0.45,4.7,PAST,13,10,4,0,0,0,100,1
8/10/2018,15,Boot Key,1,2,57,0.4,4.75,MCAV,14,12,8,5,0,0,95,0
8/10/2018,15,Boot Key,1,2,58,0.65,4.8,CNAT,60,35,30,50,20,0,30,0
8/10/2018,15,Boot Key,1,2,59,0.7,5,OFAV,160,140,100,20,2,0,78,1
8/10/2018,15,Boot Key,1,3,1,0.2,0.05,SSID,11,10,4,5,5,0,90,0
8/10/2018,15,Boot Key,1,3,2,0.45,0.05,SINT,15,10,4,40,15,0,45,2
8/10/2018,15,Boot Key,1,3,3,0.7,0.05,SBOU,11,11,23,50,0,0,50,1
8/10/2018,15,Boot Key,1,3,4,0.15,0.15,SINT,13,6,2,25,75,0,0,2
8/10/2018,15,Boot Key,1,3,5,0.4,0.15,SSID,14,9,2,20,0,0,80,0
8/10/2018,15,Boot Key,1,3,6,0.8,0.25,DSTO,10,7,2,5,0,0,95,1
8/10/2018,15,Boot Key,1,3,7,0.25,0.35,SSID,14,12,5,0,0,0,100,0
8/10/2018,15,Boot Key,1,3,9,0.25,0.5,PSTR,21,16,5,0,100,0,0,0
8/10/2018,15,Boot Key,1,3,10,0.4,0.45,SSID,13,10,4,10,0,0,90,0
8/10/2018,15,Boot Key,1,3,11,0.6,0.45,SINT,16,13,5,10,25,0,65,0
8/10/2018,15,Boot Key,1,3,12,0.05,0.6,SSID,19,13,5,0,10,0,90,2
8/10/2018,15,Boot Key,1,3,13,0.4,0.65,DSTO,22,19,14,60,40,0,0,0
8/10/2018,15,Boot Key,1,3,14,0.6,0.5,SINT,10,7,4,0,30,0,70,0
8/10/2018,15,Boot Key,1,3,15,0.7,0.55,DSTO,12,7,4,0,30,0,70,2
8/10/2018,15,Boot Key,1,3,16,0.8,0.5,SINT,10,6,1,30,30,0,40,0
8/10/2018,15,Boot Key,1,3,17,0.9,0.8,SSID,22,21,4,15,1,0,84,2
8/10/2018,15,Boot Key,1,3,18,0.9,1.1,CNAT,35,31,14,60,40,0,0,0
8/10/2018,15,Boot Key,1,3,19,0.55,1,SSID,22,19,5,5,5,5,85,2
8/10/2018,15,Boot Key,1,3,20,0.3,1.2,SSID,24,23,5,2,0,10,88,1
8/10/2018,15,Boot Key,1,3,21,0.4,1.4,SSID,15,13,3,40,0,0,20,2
8/10/2018,15,Boot Key,1,3,22,0.45,1.4,SINT,18,11,3,0,15,0,85,0
8/10/2018,15,Boot Key,1,3,23,0.2,1.4,SINT,10,6,3,0,0,0,100,1
8/10/2018,15,Boot Key,1,3,24,0.6,1.45,CNAT,16,10,5,0,0,0,100,0
8/10/2018,15,Boot Key,1,3,25,0.7,1.6,CNAT,52,38,15,50,50,0,0,0
8/10/2018,15,Boot Key,1,3,26,0.4,1.7,SSID,18,12,3,20,0,0,80,0
8/10/2018,15,Boot Key,1,3,27,0.2,1.75,CNAT,40,35,10,0,100,0,0,0
8/10/2018,15,Boot Key,1,3,28,0.45,3.15,SINT,20,18,5,0,15,0,85,0
8/10/2018,15,Boot Key,1,3,29,0.6,3.1,SSID,16,13,5,0,0,0,100,0
8/10/2018,15,Boot Key,1,3,30.1,0.4,2.3,CNAT,66,48,30,1,90,0,9,1
8/10/2018,15,Boot Key,1,3,30.2,0.4,2.5,CNAT,45,35,28,0,90,0,10,1
8/10/2018,15,Boot Key,1,3,31,0,2.45,PSTR,40,35,15,30,70,0,0,0
8/10/2018,15,Boot Key,1,3,32,0,2.95,CNAT,35,20,40,0,100,0,0,0
8/10/2018,15,Boot Key,1,3,33,0,3.1,MCAV,90,65,95,10,7,0,83,1
8/10/2018,15,Boot Key,1,3,34,0.25,3.5,SINT,23,16,4,10,10,0,80,0
8/10/2018,15,Boot Key,1,3,35,0.35,3.6,SSID,16,12,10,0,0,0,100,0
8/10/2018,15,Boot Key,1,3,36,0.2,4.05,SSID,21,17,6,0,5,0,95,0
8/10/2018,15,Boot Key,1,3,37,0.5,4.25,SINT,29,24,5,0,65,0,35,0
8/10/2018,15,Boot Key,1,3,38,0.1,4.45,SSID,15,11,4,0,5,0,95,2
8/10/2018,15,Boot Key,1,3,39,0.45,4.5,CNAT,50,50,30,5,95,0,0,1
8/10/2018,15,Boot Key,1,3,40,0.5,4.7,SSID,63,50,40,5,0,0,95,0
8/10/2018,15,Boot Key,1,3,41,0.6,4.8,SINT,11,9,7,0,10,0,90,0
8/10/2018,15,Boot Key,1,3,42,0.45,4.95,SSID,11,8,3,0,20,0,80,0
8/10/2018,15,Boot Key,1,3,43,0.6,5,SINT,20,13,15,5,25,0,70,0
8/10/2018,15,Boot Key,1,3,44,0.3,5,SSID,20,14,7,0,0,0,100,1
8/10/2018,15,Boot Key,1,3,45,0.5,5,MYCE,35,30,10,0,100,0,0,0
8/10/2018,15,Boot Key,1,3,46,1,-0.1,MYCE,20,18,7,0,5,0,95,0
8/10/2018,15,Boot Key,1,4,1,0.65,0.25,SSID,11,5,3,0,0,0,100,0
8/10/2018,15,Boot Key,1,4,2,0.2,0.3,DLAB,19,15,8,0,90,0,10,0
8/10/2018,15,Boot Key,1,4,3,0.55,0.45,OFAV,23,19,12,5,95,0,0,0
8/10/2018,15,Boot Key,1,4,4,0.85,0.55,SSID,23,16,7,5,15,0,80,0
8/10/2018,15,Boot Key,1,4,5,0.3,0.85,MCAV,29,20,8,0,10,0,90,1
8/10/2018,15,Boot Key,1,4,6,0.15,1,SSID,19,14,11,0,0,0,100,0
8/10/2018,15,Boot Key,1,4,7,0.1,1.15,SSID,10,9,3,0,10,0,90,0
8/10/2018,15,Boot Key,1,4,8,0.15,1.2,SSID,15,9,4,0,10,0,90,2
8/10/2018,15,Boot Key,1,4,9,0.35,1.25,PAST,14,11,15,0,0,80,20,0
8/10/2018,15,Boot Key,1,4,10,0.5,1.1,SINT,11,7,3,0,10,0,90,0
8/10/2018,15,Boot Key,1,4,11,0.6,1.15,SSID,12,12,2,0,0,0,100,0
8/10/2018,15,Boot Key,1,4,12,0.8,1.1,SSID,15,10,7,0,0,0,100,2
8/10/2018,15,Boot Key,1,4,13,0.8,1,SSID,14,7,3,0,0,0,100,0
8/10/2018,15,Boot Key,1,4,14,0.2,1.4,SSID,13,9,6,15,0,0,85,0
8/10/2018,15,Boot Key,1,4,15,0.7,2.1,SSID,17,10,15,0,0,0,100,1
8/10/2018,15,Boot Key,1,4,16,0.5,2.15,SINT,12,7,2,5,95,0,0,0
8/10/2018,15,Boot Key,1,4,17,0.3,2.2,SINT,20,15,5,0,35,0,65,0
8/10/2018,15,Boot Key,1,4,18,0.2,2.3,SSID,14,14,7,0,0,0,100,0
8/10/2018,15,Boot Key,1,4,19,0.4,2.25,MCAV,11,8,3,0,0,0,100,0
8/10/2018,15,Boot Key,1,4,20,0.55,2.6,CNAT,26,24,8,0,75,0,25,0
8/10/2018,15,Boot Key,1,4,21,0.65,2.5,SSID,11,12,10,0,0,0,100,0
8/10/2018,15,Boot Key,1,4,22.1,0.2,2.8,CNAT,55,30,15,0,100,0,0,0
8/10/2018,15,Boot Key,1,4,22.2,0.2,2.7,CNAT,28,25,22,0,100,0,0,0
8/10/2018,15,Boot Key,1,4,22.3,0.2,3,CNAT,50,40,15,0,100,0,0,0
8/10/2018,15,Boot Key,1,4,22.4,0.2,2.7,CNAT,15,12,5,0,100,0,0,0
8/10/2018,15,Boot Key,1,4,23,0.35,2.65,MCAV,11,10,11,0,75,0,25,0
8/10/2018,15,Boot Key,1,4,24,0.55,2.7,SSID,12,6,8,0,50,0,50,0
8/10/2018,15,Boot Key,1,4,25,0.6,2.75,PSTR,17,10,7,0,100,0,0,0
8/10/2018,15,Boot Key,1,4,26,0.6,2.85,SSID,14,10,8,0,0,0,100,0
8/10/2018,15,Boot Key,1,4,27,0.75,3,SSID,10,10,5,0,2,0,98,0
8/10/2018,15,Boot Key,1,4,28,0.55,3.15,SSID,17,13,10,0,0,0,100,0
8/10/2018,15,Boot Key,1,4,29,0.65,3.4,CNAT,45,40,32,0,80,0,20,1
8/10/2018,15,Boot Key,1,4,30,0.5,3.05,SSID,16,13,5,0,0,0,100,0
